latitude,longitude,acq_date,confidence,frp
16.7799,81.9446,2023-10-29,83.1,37.0
14.9657,77.6105,2023-10-29,66.6,35.7
19.9877,75.9849,2023-10-29,56.6,32.1
16.2682,77.4857,2023-10-29,72.2,30.7
14.3891,79.1271,2023-10-29,72.3,36.3
15.2855,77.0389,2023-10-29,67.4,4.0
13.4525,81.9132,2023-10-29,70.0,42.8
24.5513,82.5129,2023-10-29,71.8,42.4
11.9521,78.4937,2023-10-29,77.0,41.9
19.5022,83.2778,2023-10-29,66.1,8.9
23.7559,75.2949,2023-10-29,64.7,15.2
24.6647,74.233,2023-10-29,89.8,37.5
17.6032,83.8745,2023-10-29,64.8,24.4
12.4327,79.9226,2023-10-29,63.5,38.9
19.6763,81.7817,2023-10-29,71.0,14.4
19.3108,76.061,2023-10-29,77.0,39.5
12.3473,77.2903,2023-10-29,75.7,43.6
12.7247,82.8964,2023-10-29,61.2,4.4
17.7075,81.8254,2023-10-29,75.9,34.3
20.5063,74.8547,2023-10-29,92.7,37.4
23.417,80.1344,2023-10-29,88.7,34.4
15.0117,78.7604,2023-10-29,63.6,22.7
21.9412,76.1966,2023-10-29,85.4,8.0
18.1699,79.5608,2023-10-29,62.9,41.8
20.077,81.5692,2023-10-29,52.3,42.8
13.8869,80.6151,2023-10-29,66.4,38.8
30.6124,75.7434,2023-10-29,71.3,58.5
31.4592,74.9548,2023-10-29,76.4,17.7
29.6296,76.0168,2023-10-29,88.8,161.3
29.8567,74.894,2023-10-29,99.6,137.1
29.9119,75.7874,2023-10-29,84.0,63.0
30.3575,76.0844,2023-10-29,97.7,43.0
30.1516,74.959,2023-10-29,93.3,69.4
29.9722,76.5621,2023-10-29,74.8,18.9
31.0469,74.9023,2023-10-29,92.9,160.1
29.7345,75.6688,2023-10-29,91.9,45.1
30.1902,75.7925,2023-10-29,95.6,157.3
29.8149,75.2285,2023-10-29,91.0,175.2
29.7024,76.6094,2023-10-29,93.2,218.6
31.3523,75.0982,2023-10-29,94.1,199.5
29.5172,76.343,2023-10-29,72.8,85.6
31.0722,74.9901,2023-10-29,98.9,96.1
30.475,76.3207,2023-10-29,85.4,37.1
30.6998,74.4397,2023-10-29,78.0,29.7
29.9818,75.7656,2023-10-29,75.8,17.1
30.1918,75.082,2023-10-29,91.1,102.5
30.3535,75.3118,2023-10-29,80.2,58.3
30.2718,74.6779,2023-10-29,98.3,154.8
29.5365,76.6143,2023-10-29,78.6,53.5
31.5168,74.9486,2023-10-29,95.1,74.1
31.8776,75.8481,2023-10-29,90.9,180.6
32.2371,75.5626,2023-10-29,83.0,132.6
30.4913,75.7377,2023-10-29,87.7,204.1
29.5681,76.3826,2023-10-29,86.7,125.0
29.8966,75.912,2023-10-29,92.8,143.0
29.9663,75.5452,2023-10-29,77.0,221.9
30.4256,75.6298,2023-10-29,95.2,225.8
30.2765,74.9907,2023-10-29,77.2,164.7
29.267,74.3038,2023-10-29,94.8,214.2
30.0748,74.7705,2023-10-29,83.4,185.8
30.5805,76.1236,2023-10-29,85.7,230.8
29.3935,76.1313,2023-10-29,82.8,138.9
31.5374,75.0777,2023-10-29,97.8,53.4
30.0479,76.5087,2023-10-29,92.1,159.7
30.6131,74.137,2023-10-29,98.7,34.4
31.3978,75.0503,2023-10-29,94.2,33.2
29.0,76.2415,2023-10-29,96.4,132.4
32.0026,74.9105,2023-10-29,96.3,191.5
31.5876,74.4231,2023-10-29,89.0,232.5
29.8517,76.5217,2023-10-29,89.4,50.7
30.3542,76.5385,2023-10-29,95.9,234.9
30.8747,75.2463,2023-10-29,85.3,196.7
31.648,74.6656,2023-10-29,72.4,198.1
30.1243,75.8836,2023-10-29,83.8,170.5
29.3701,75.3421,2023-10-29,95.3,33.6
30.2069,75.8747,2023-10-29,74.2,86.0
29.44,76.7036,2023-10-29,96.1,76.9
30.6029,75.6696,2023-10-29,97.7,25.0
31.6346,75.0176,2023-10-29,97.5,82.0
30.2767,76.24,2023-10-29,87.1,48.5
30.517,77.1818,2023-10-29,77.8,231.3
29.4516,76.6801,2023-10-29,89.5,38.3
29.483,76.2464,2023-10-29,79.5,193.7
31.3827,75.0535,2023-10-29,97.0,91.0
29.9853,75.7803,2023-10-29,87.3,198.2
29.8763,74.776,2023-10-29,76.5,30.0
29.9977,75.1946,2023-10-29,84.9,107.0
31.4516,75.2922,2023-10-29,100.0,79.5
30.1835,76.0341,2023-10-29,88.9,187.0
30.8661,76.042,2023-10-29,82.5,209.8
30.0527,76.735,2023-10-29,98.6,223.6
30.7227,75.3847,2023-10-29,94.4,80.4
31.9403,75.2288,2023-10-29,90.2,17.0
31.6518,75.6141,2023-10-29,76.6,123.9
30.1137,76.9716,2023-10-29,95.5,214.7
30.5487,75.1808,2023-10-29,71.3,192.5
31.2063,74.9596,2023-10-29,97.2,230.5
30.0272,76.2285,2023-10-29,82.1,112.7
31.7407,74.5873,2023-10-29,97.4,52.8
29.4354,75.8309,2023-10-29,75.8,114.6
29.8689,76.4578,2023-10-29,84.3,199.7
29.8634,76.1772,2023-10-29,70.0,103.7
30.7546,76.1427,2023-10-29,80.6,250.0
30.6252,76.0495,2023-10-29,99.2,202.3
29.9433,74.9792,2023-10-29,95.8,115.1
30.559,75.2457,2023-10-29,76.3,247.8
31.959,75.335,2023-10-29,71.4,218.6
30.2046,76.2739,2023-10-29,81.6,185.1
31.4153,74.9205,2023-10-29,77.7,78.1
29.0605,75.7479,2023-10-29,71.8,21.3
30.3096,76.1106,2023-10-29,96.6,76.4
31.1291,74.9675,2023-10-29,72.9,83.3
31.5305,75.0349,2023-10-29,71.7,121.8
29.6282,75.2719,2023-10-29,97.0,99.7
31.7115,75.3462,2023-10-29,99.6,160.5
30.2041,76.7344,2023-10-29,75.6,184.0
29.5399,76.1089,2023-10-29,72.8,38.1
30.1547,74.9769,2023-10-29,75.7,91.4
29.021,76.8977,2023-10-29,76.2,240.2
29.4959,75.5859,2023-10-29,74.9,163.9
29.6289,76.5453,2023-10-29,81.8,85.4
31.3785,74.8822,2023-10-29,90.7,41.2
31.3307,74.1044,2023-10-29,81.0,61.8
30.8209,75.2718,2023-10-29,85.2,159.4
29.76,74.7795,2023-10-29,87.5,62.1
31.3177,75.5889,2023-10-29,75.1,27.1
29.9876,75.4056,2023-10-29,94.3,42.5
29.0,75.8153,2023-10-29,99.9,117.9
30.2886,75.4949,2023-10-29,92.0,97.6
31.3275,75.1255,2023-10-29,80.3,233.8
29.8072,75.6022,2023-10-29,96.3,130.7
30.1147,75.9082,2023-10-29,85.6,139.7
30.1261,76.5837,2023-10-29,80.6,180.0
31.6428,75.6307,2023-10-29,70.8,241.9
29.8979,76.3455,2023-10-29,96.7,57.3
31.3315,75.8364,2023-10-29,94.0,229.5
29.3224,77.0715,2023-10-29,70.8,246.4
29.5465,75.2913,2023-10-29,92.7,238.7
31.3589,74.9877,2023-10-29,74.0,188.3
30.3301,75.5128,2023-10-29,83.0,202.5
30.1809,75.5265,2023-10-29,99.6,96.7
30.6161,74.4182,2023-10-29,70.6,61.9
30.0083,75.1781,2023-10-29,88.4,122.3
29.8388,74.648,2023-10-29,76.0,157.2
31.5694,74.214,2023-10-29,77.1,60.3
30.3154,75.0707,2023-10-29,88.8,126.7
30.1743,75.5067,2023-10-29,99.7,39.5
29.0864,76.4825,2023-10-29,83.9,123.4
30.1246,75.2834,2023-10-29,71.9,119.8
29.9207,76.713,2023-10-29,87.7,115.6
31.0795,75.2966,2023-10-29,83.1,136.3
30.4529,75.6824,2023-10-29,77.1,35.2
31.1295,75.4065,2023-10-29,97.7,84.2
30.446,74.9528,2023-10-29,91.0,218.1
31.7147,74.6181,2023-10-29,94.8,243.3
31.2841,74.4848,2023-10-29,76.0,217.4
30.1699,76.0436,2023-10-29,91.4,77.0
29.8612,74.5174,2023-10-29,82.6,96.8
30.928,75.6388,2023-10-29,72.0,32.4
29.8923,75.8392,2023-10-29,81.1,41.8
30.7667,76.9458,2023-10-29,72.8,39.3
29.7453,75.2359,2023-10-29,86.4,162.1
30.1786,76.1408,2023-10-29,74.6,166.5
29.4399,76.2628,2023-10-29,79.7,130.0
29.7852,75.542,2023-10-29,78.6,107.3
29.8552,75.3411,2023-10-29,93.4,86.8
31.2671,75.296,2023-10-29,79.4,42.7
29.8886,75.8252,2023-10-29,90.6,63.4
29.5017,76.1601,2023-10-29,89.2,104.1
29.9917,75.5889,2023-10-29,99.3,200.3
29.4048,76.0649,2023-10-29,74.5,61.4
29.9487,75.6263,2023-10-29,77.7,37.9
30.3781,74.8959,2023-10-29,99.5,224.0
29.7379,75.5327,2023-10-29,70.1,78.1
30.3557,74.4069,2023-10-29,76.7,216.4
30.1006,76.056,2023-10-29,79.3,46.1
30.1944,74.5993,2023-10-29,83.4,211.1
29.8082,76.0799,2023-10-29,88.1,63.0
30.2532,74.9137,2023-10-29,87.7,133.2
29.7972,74.6642,2023-10-29,72.4,145.0
29.1884,76.324,2023-10-29,87.3,184.5
31.4462,75.0116,2023-10-29,81.2,73.9
30.8564,74.9919,2023-10-29,86.1,238.7
30.9571,75.4411,2023-10-29,78.4,111.6
29.9845,76.655,2023-10-29,72.6,20.6
29.8349,76.2599,2023-10-29,94.4,21.6
30.6375,75.6717,2023-10-29,97.5,103.1
30.409,75.0879,2023-10-29,77.3,180.2
29.9492,75.0938,2023-10-29,73.6,242.3
29.8573,75.6994,2023-10-29,79.5,244.4
31.2092,74.2441,2023-10-29,81.6,57.2
31.4012,74.8463,2023-10-29,72.6,147.1
30.0603,75.8739,2023-10-29,79.2,131.8
30.7355,75.0753,2023-10-29,92.6,90.1
29.0,75.0896,2023-10-29,92.5,19.9
29.8385,74.8522,2023-10-29,76.7,172.4
29.4869,75.8244,2023-10-29,87.8,70.3
30.5084,74.9411,2023-10-29,95.5,185.6
29.5725,76.4312,2023-10-29,85.6,104.9
31.2697,75.0811,2023-10-29,83.0,71.6
29.484,75.8197,2023-10-29,99.4,149.3
32.1199,75.0028,2023-10-29,92.0,207.4
30.6291,75.8569,2023-10-29,78.4,221.7
30.8799,74.9462,2023-10-29,73.9,194.9
31.2834,74.0937,2023-10-29,84.7,41.0
31.146,74.4832,2023-10-29,89.5,57.9
29.7979,75.1075,2023-10-29,94.1,117.3
31.2638,75.0862,2023-10-29,89.5,113.7
30.6761,74.7098,2023-10-29,82.4,38.7
30.5495,75.8212,2023-10-29,89.9,213.6
30.6724,75.9063,2023-10-29,79.9,248.4
30.3123,75.9519,2023-10-29,100.0,178.7
29.5646,76.4926,2023-10-29,81.2,202.7
29.6257,75.6086,2023-10-29,79.9,43.5
29.9515,75.4588,2023-10-29,82.8,222.2
30.9421,74.8923,2023-10-29,92.4,76.5
30.305,75.9165,2023-10-29,89.9,105.5
30.1902,77.3462,2023-10-29,90.2,96.8
30.385,74.0284,2023-10-29,80.4,121.6
30.0675,75.7284,2023-10-29,89.9,31.2
30.2798,76.5697,2023-10-29,99.7,141.4
30.1694,75.7626,2023-10-29,72.6,129.3
31.2659,74.7788,2023-10-29,88.7,86.5
30.1782,75.4935,2023-10-29,90.7,32.7
29.9036,76.3417,2023-10-29,70.7,23.1
29.4443,75.5204,2023-10-29,84.3,206.3
31.8858,74.9935,2023-10-29,98.5,178.3
30.2444,75.6881,2023-10-29,82.6,90.4
29.6844,76.0065,2023-10-29,84.1,104.0
31.4822,75.3838,2023-10-29,73.4,170.4
31.359,74.9573,2023-10-29,91.5,207.8
30.3014,74.6918,2023-10-29,81.2,158.4
30.7506,74.6674,2023-10-29,81.1,223.6
30.3092,74.8791,2023-10-29,87.2,120.2
29.9748,75.8123,2023-10-29,76.5,70.0
30.8528,75.6039,2023-10-29,94.2,143.7
32.0875,74.8838,2023-10-29,75.9,126.7
29.7637,74.6503,2023-10-29,84.3,217.7
29.2752,76.7324,2023-10-29,70.7,232.9
30.4989,76.2384,2023-10-29,81.4,42.1
30.1036,75.8222,2023-10-29,99.4,48.8
29.9122,75.7154,2023-10-29,80.8,227.1
29.6459,75.7644,2023-10-29,73.0,237.0
31.2225,75.0764,2023-10-29,84.4,231.2
30.0651,76.3071,2023-10-29,95.0,194.9
30.089,75.5198,2023-10-29,73.9,27.0
30.1269,75.8608,2023-10-29,95.3,55.3
29.5327,76.4602,2023-10-29,85.3,102.9
29.8567,76.3346,2023-10-29,71.3,175.4
30.2623,74.4361,2023-10-29,77.8,60.4
30.7299,74.7126,2023-10-29,92.8,145.5
29.6246,75.1498,2023-10-29,70.8,99.4
29.8992,75.924,2023-10-29,98.4,98.3
30.0203,75.8317,2023-10-29,77.2,210.6
31.0019,75.6118,2023-10-29,88.4,110.2
29.8795,75.6352,2023-10-29,92.7,173.6
29.9317,75.5365,2023-10-29,91.3,14.2
31.6263,75.3344,2023-10-29,81.7,24.9
29.9204,75.1505,2023-10-29,78.1,96.7
31.4279,75.3623,2023-10-29,97.5,105.3
30.0185,76.5053,2023-10-29,78.4,62.4
30.1659,75.4639,2023-10-29,83.5,42.3
31.0458,74.5092,2023-10-29,80.1,140.4
30.4841,76.5511,2023-10-29,80.2,193.9
30.7327,75.342,2023-10-29,94.5,35.6
31.5131,75.2645,2023-10-29,72.6,244.2
30.9944,76.3144,2023-10-29,93.0,66.9
30.0782,75.5248,2023-10-29,81.5,244.7
30.5051,75.3624,2023-10-29,93.0,141.1
30.3006,75.7769,2023-10-29,87.2,75.1
30.9162,74.495,2023-10-29,90.4,242.2
29.7283,76.2447,2023-10-29,80.1,166.2
29.615,75.063,2023-10-29,85.3,94.1
30.6831,76.5291,2023-10-29,91.5,56.7
31.0024,74.8301,2023-10-29,95.6,193.9
16.8397,78.1493,2023-10-30,89.4,7.4
20.7462,76.7773,2023-10-30,66.8,37.2
15.3611,85.6533,2023-10-30,51.8,16.5
11.2242,74.827,2023-10-30,74.9,18.7
21.723,81.7803,2023-10-30,69.5,19.7
21.2192,83.3039,2023-10-30,86.4,33.3
13.4682,80.6596,2023-10-30,78.7,21.2
17.5977,82.0953,2023-10-30,87.3,21.8
25.6677,80.9092,2023-10-30,84.1,33.9
15.7355,78.8877,2023-10-30,51.9,23.7
19.1632,82.9014,2023-10-30,64.5,18.7
11.3785,73.0894,2023-10-30,74.0,11.0
21.792,74.6812,2023-10-30,80.3,26.6
24.8939,84.0502,2023-10-30,91.3,2.3
21.1562,75.4051,2023-10-30,80.9,13.9
14.65,75.6381,2023-10-30,87.9,17.9
15.4641,74.2095,2023-10-30,82.5,36.0
14.6625,75.6125,2023-10-30,76.8,23.3
19.004,85.7643,2023-10-30,62.2,31.9
10.3496,79.1337,2023-10-30,59.6,27.8
21.249,83.8316,2023-10-30,80.1,2.9
20.342,80.0106,2023-10-30,65.1,7.1
23.7144,84.1653,2023-10-30,77.0,17.6
14.8226,73.5573,2023-10-30,66.0,3.7
24.8847,81.4976,2023-10-30,52.0,14.0
10.4485,80.5111,2023-10-30,85.6,5.2
17.4804,78.6885,2023-10-30,57.9,35.8
10.8776,84.7083,2023-10-30,89.1,41.4
12.2358,77.3946,2023-10-30,58.8,13.9
30.2753,75.6334,2023-10-30,79.7,39.9
29.6901,75.8602,2023-10-30,78.6,170.4
29.7131,76.2123,2023-10-30,79.1,90.4
29.9701,75.5986,2023-10-30,97.1,46.2
30.7391,76.0192,2023-10-30,85.1,144.5
29.5578,77.0071,2023-10-30,76.2,69.0
30.0861,75.8791,2023-10-30,83.7,103.8
30.2448,74.8111,2023-10-30,72.8,98.4
30.3656,74.8125,2023-10-30,74.9,114.8
30.5636,75.4972,2023-10-30,79.7,240.7
31.7693,75.2644,2023-10-30,74.4,33.9
29.6341,75.5887,2023-10-30,90.7,118.7
29.7432,76.4279,2023-10-30,76.0,30.0
30.1613,74.9806,2023-10-30,75.8,79.0
30.2701,74.4082,2023-10-30,99.3,200.5
29.6085,76.2984,2023-10-30,98.9,200.7
30.4815,74.5395,2023-10-30,99.1,163.6
30.1038,75.9219,2023-10-30,91.0,141.8
29.0,76.403,2023-10-30,87.2,133.6
31.1523,74.6438,2023-10-30,78.6,55.5
31.4202,74.5765,2023-10-30,99.2,142.4
31.8473,74.9377,2023-10-30,72.9,225.9
30.2676,76.2827,2023-10-30,78.8,60.6
29.4728,76.0229,2023-10-30,80.9,240.2
30.2455,75.2688,2023-10-30,90.0,136.7
31.0922,75.0187,2023-10-30,99.9,169.7
30.8816,76.0357,2023-10-30,89.5,133.3
30.2243,74.5972,2023-10-30,88.9,29.0
32.0472,75.3228,2023-10-30,96.8,205.8
29.0,76.391,2023-10-30,76.4,105.7
30.1038,76.9739,2023-10-30,79.0,188.0
30.464,76.0478,2023-10-30,70.7,74.9
31.3466,74.6614,2023-10-30,76.7,170.4
31.4863,75.0017,2023-10-30,98.7,48.5
31.2087,74.9242,2023-10-30,81.7,52.7
29.6985,76.0867,2023-10-30,73.7,235.0
29.1082,76.3174,2023-10-30,87.4,148.2
30.4131,74.9225,2023-10-30,98.8,138.2
29.6945,76.3177,2023-10-30,71.5,131.7
30.1243,74.7703,2023-10-30,76.5,48.4
31.2572,75.7529,2023-10-30,89.3,226.7
29.7551,75.5528,2023-10-30,77.3,156.3
30.0447,76.3309,2023-10-30,77.9,196.1
29.5063,75.7005,2023-10-30,99.2,150.1
30.3489,75.5603,2023-10-30,82.9,119.1
30.9402,74.8758,2023-10-30,88.7,74.9
29.0279,76.3224,2023-10-30,73.1,174.0
31.1953,75.0808,2023-10-30,96.8,50.6
30.6716,74.9353,2023-10-30,83.1,186.9
29.6388,76.6816,2023-10-30,96.0,246.2
30.3723,75.7768,2023-10-30,82.7,192.6
29.7387,76.2528,2023-10-30,85.0,105.1
29.9133,74.5464,2023-10-30,76.2,216.3
30.9877,74.8381,2023-10-30,77.1,245.7
30.2184,75.6166,2023-10-30,91.4,22.8
31.0745,75.5706,2023-10-30,80.5,202.2
31.6928,74.9473,2023-10-30,96.5,125.9
31.718,74.5814,2023-10-30,82.7,74.9
30.0638,76.2695,2023-10-30,75.7,251.3
29.7197,76.3095,2023-10-30,78.2,163.2
29.3157,75.2246,2023-10-30,89.4,252.4
31.0771,74.8274,2023-10-30,78.1,142.9
29.5695,76.1123,2023-10-30,76.1,77.9
30.4681,75.6511,2023-10-30,73.2,90.2
29.4944,75.6153,2023-10-30,70.0,146.3
30.3772,74.8901,2023-10-30,87.5,35.2
30.1353,76.6193,2023-10-30,96.4,143.6
30.8926,75.0057,2023-10-30,90.9,113.5
29.9501,74.4853,2023-10-30,84.0,238.9
30.2595,75.5226,2023-10-30,89.5,160.1
31.6951,74.7452,2023-10-30,83.5,29.7
30.8131,75.3657,2023-10-30,72.6,164.9
31.1099,74.4469,2023-10-30,95.7,229.6
30.1289,75.8799,2023-10-30,76.9,178.6
30.2383,74.8252,2023-10-30,98.2,96.7
30.3755,75.2525,2023-10-30,86.4,182.6
30.4886,75.3962,2023-10-30,87.2,144.8
31.4827,75.8904,2023-10-30,91.1,167.4
29.7559,75.6942,2023-10-30,74.3,233.1
29.8621,74.733,2023-10-30,86.9,94.5
30.6441,75.0549,2023-10-30,92.0,208.1
29.7785,75.9845,2023-10-30,73.1,104.5
31.2963,74.5615,2023-10-30,84.0,249.6
31.6473,75.8344,2023-10-30,82.3,154.7
29.1736,76.3811,2023-10-30,77.2,254.0
29.8366,75.5951,2023-10-30,87.5,112.3
29.8547,76.07,2023-10-30,80.5,209.0
29.8502,76.1669,2023-10-30,71.9,117.5
30.3589,75.8558,2023-10-30,92.5,49.4
29.6078,76.5371,2023-10-30,83.3,101.4
31.702,75.5255,2023-10-30,93.1,225.8
29.361,76.5859,2023-10-30,74.5,96.9
30.3929,74.4875,2023-10-30,74.0,238.8
29.9506,75.1917,2023-10-30,86.6,38.2
30.1742,76.3047,2023-10-30,71.3,66.6
31.087,74.2372,2023-10-30,99.0,226.9
30.3033,76.7512,2023-10-30,87.5,157.4
30.2762,74.0628,2023-10-30,80.3,225.2
30.3044,76.7416,2023-10-30,71.1,180.6
31.3836,74.0721,2023-10-30,85.5,103.0
31.3407,75.4625,2023-10-30,83.7,142.1
31.9733,75.4063,2023-10-30,77.3,102.3
29.6063,76.8386,2023-10-30,91.0,180.8
30.9212,74.966,2023-10-30,98.9,27.6
29.4419,75.2037,2023-10-30,91.9,154.3
29.6819,76.7307,2023-10-30,94.7,111.0
29.9618,75.6117,2023-10-30,87.4,204.0
30.2515,74.9181,2023-10-30,72.8,36.2
30.5207,74.9501,2023-10-30,85.7,72.2
30.7309,75.4521,2023-10-30,81.5,201.5
30.1363,76.702,2023-10-30,91.8,57.0
30.7248,76.1605,2023-10-30,91.2,210.6
30.1929,76.7309,2023-10-30,80.6,151.6
29.8854,75.6607,2023-10-30,79.3,215.5
31.4825,75.2472,2023-10-30,88.3,117.7
29.8435,75.6139,2023-10-30,87.6,254.3
31.1818,75.4809,2023-10-30,75.9,43.9
30.6173,75.8803,2023-10-30,95.3,180.1
29.417,75.7343,2023-10-30,72.9,175.5
30.1953,75.2066,2023-10-30,99.9,64.1
30.2174,74.8448,2023-10-30,76.8,219.7
30.5566,75.2082,2023-10-30,96.0,73.6
30.0893,75.1783,2023-10-30,90.7,132.2
30.4568,75.4138,2023-10-30,71.4,126.5
31.027,74.8397,2023-10-30,75.3,167.7
30.3422,75.6781,2023-10-30,78.3,41.2
30.5215,75.7064,2023-10-30,78.3,91.8
30.4485,75.069,2023-10-30,78.8,187.8
31.8294,75.2279,2023-10-30,90.2,247.6
29.457,75.7127,2023-10-30,99.7,51.9
29.9527,76.4209,2023-10-30,82.5,252.1
31.6501,74.946,2023-10-30,83.4,161.6
29.6148,75.0702,2023-10-30,96.6,42.2
30.4238,75.8552,2023-10-30,89.6,248.4
29.6668,76.0653,2023-10-30,96.1,36.3
31.8963,74.8271,2023-10-30,70.4,198.1
29.8885,75.0764,2023-10-30,76.1,230.9
30.2403,75.8214,2023-10-30,93.8,94.7
29.3542,74.7907,2023-10-30,77.4,49.4
30.168,76.6775,2023-10-30,75.1,191.4
30.1954,75.8602,2023-10-30,91.5,91.7
29.5795,76.7671,2023-10-30,92.6,249.0
30.1324,75.5888,2023-10-30,86.6,177.0
29.4572,75.3286,2023-10-30,93.2,150.6
30.1285,76.3377,2023-10-30,89.9,198.8
29.6257,76.5189,2023-10-30,99.3,125.5
30.4352,75.3565,2023-10-30,98.4,252.1
30.6577,75.6209,2023-10-30,97.7,50.3
29.9177,75.9619,2023-10-30,81.2,117.3
30.0673,75.7279,2023-10-30,71.2,140.9
29.8899,74.6704,2023-10-30,75.8,149.6
30.2527,75.8066,2023-10-30,75.3,196.2
30.2256,75.7389,2023-10-30,75.6,47.9
31.7791,74.7178,2023-10-30,79.0,104.9
29.9738,74.4782,2023-10-30,85.1,64.2
30.8364,74.646,2023-10-30,73.8,200.3
29.6851,75.7564,2023-10-30,98.0,197.6
31.2576,74.535,2023-10-30,99.7,81.5
29.1108,75.9432,2023-10-30,96.3,168.7
29.3094,75.1705,2023-10-30,88.1,163.3
31.2967,74.9632,2023-10-30,89.5,100.4
31.0391,76.1012,2023-10-30,95.9,180.9
30.955,75.3352,2023-10-30,75.0,220.6
29.8648,76.4312,2023-10-30,82.7,167.2
29.3163,76.4794,2023-10-30,98.7,207.5
30.3667,75.8949,2023-10-30,94.2,153.4
31.3423,75.1572,2023-10-30,91.7,40.7
31.8232,75.6971,2023-10-30,79.1,68.6
30.0715,75.3958,2023-10-30,92.7,101.1
29.7257,74.709,2023-10-30,88.8,143.6
29.9184,75.7062,2023-10-30,98.1,38.3
31.0506,74.9369,2023-10-30,76.5,89.6
29.9444,76.1511,2023-10-30,79.0,245.9
30.7402,75.8572,2023-10-30,94.1,93.0
30.0976,76.4922,2023-10-30,71.6,123.5
29.7196,75.6317,2023-10-30,79.6,89.2
30.0182,75.0788,2023-10-30,80.6,242.2
29.4374,76.0561,2023-10-30,75.9,210.4
31.307,74.8149,2023-10-30,88.9,135.9
31.1966,75.8562,2023-10-30,98.9,72.2
30.4872,75.009,2023-10-30,74.9,201.2
29.5363,74.773,2023-10-30,77.4,211.8
30.6759,75.3171,2023-10-30,76.3,118.2
30.2108,76.2203,2023-10-30,81.9,99.2
29.0327,75.7343,2023-10-30,95.2,15.8
29.7553,75.2182,2023-10-30,78.4,167.1
30.5012,75.9279,2023-10-30,82.8,22.2
29.8068,76.1656,2023-10-30,77.3,69.1
29.7612,76.1818,2023-10-30,81.7,137.9
30.3698,74.7936,2023-10-30,83.0,244.5
29.8035,76.5912,2023-10-30,71.1,89.9
29.5931,76.1066,2023-10-30,97.8,159.0
30.2168,75.0862,2023-10-30,99.8,122.9
30.5135,75.3941,2023-10-30,94.2,70.2
30.182,74.0485,2023-10-30,79.7,58.4
31.8764,74.5882,2023-10-30,82.8,217.4
30.3502,74.4939,2023-10-30,80.3,82.1
31.3829,74.7941,2023-10-30,70.9,16.6
29.7212,76.0878,2023-10-30,99.8,213.3
29.9382,75.4076,2023-10-30,96.2,48.7
30.4355,76.4903,2023-10-30,98.2,136.8
31.0548,75.0815,2023-10-30,91.7,179.4
30.0396,75.3273,2023-10-30,72.4,212.2
30.1303,75.6334,2023-10-30,86.8,65.8
31.3559,75.1073,2023-10-30,92.3,179.5
29.9847,76.0679,2023-10-30,74.0,221.0
29.3923,75.0329,2023-10-30,94.7,233.5
29.6927,75.0918,2023-10-30,99.8,78.6
31.0234,75.2703,2023-10-30,90.7,150.8
30.6415,75.9822,2023-10-30,91.5,134.9
30.1645,75.4916,2023-10-30,76.1,44.3
31.5903,75.109,2023-10-30,88.7,246.2
30.0064,75.4592,2023-10-30,75.7,78.6
29.5566,76.4041,2023-10-30,92.5,85.3
31.0578,76.0581,2023-10-30,82.7,128.9
31.7058,74.7653,2023-10-30,87.0,88.0
29.6035,75.4435,2023-10-30,70.8,191.2
29.8168,76.3386,2023-10-30,87.3,116.1
30.1944,75.2937,2023-10-30,93.3,244.6
30.0099,74.1392,2023-10-30,70.6,247.9
29.9077,76.8833,2023-10-30,71.9,214.0
30.0831,76.4605,2023-10-30,80.8,47.9
30.0218,76.032,2023-10-30,92.9,144.4
29.7131,76.4048,2023-10-30,92.4,212.4
30.2021,75.7498,2023-10-30,77.7,169.1
30.1718,75.7151,2023-10-30,92.0,116.9
29.7656,75.5293,2023-10-30,98.4,105.2
29.6579,74.8273,2023-10-30,94.9,229.5
30.0177,75.9426,2023-10-30,82.0,40.9
29.9214,76.1236,2023-10-30,70.1,154.7
29.8391,76.3434,2023-10-30,86.8,148.0
30.3533,76.3672,2023-10-30,71.4,134.0
29.4522,77.1069,2023-10-30,92.0,93.6
31.3939,74.7049,2023-10-30,98.8,238.1
30.0641,76.6901,2023-10-30,85.8,183.6
29.5761,76.2533,2023-10-30,80.0,48.0
31.5751,75.1445,2023-10-30,99.3,66.0
30.1671,75.9877,2023-10-30,89.8,128.1
31.5068,74.9366,2023-10-30,81.7,23.2
29.9659,75.1081,2023-10-30,89.0,252.3
30.1268,74.8782,2023-10-30,80.3,110.1
30.2898,75.6922,2023-10-30,88.9,118.8
29.8292,75.4506,2023-10-30,79.1,77.3
31.6536,74.9639,2023-10-30,92.6,196.9
30.0551,74.7141,2023-10-30,76.1,50.0
30.33,74.9689,2023-10-30,96.9,95.7
29.7608,74.6313,2023-10-30,91.3,244.7
31.3474,75.3264,2023-10-30,86.4,172.6
29.4676,75.2345,2023-10-30,99.0,96.4
30.2549,76.0546,2023-10-30,90.0,158.9
29.5179,74.9437,2023-10-30,84.3,119.5
29.7855,75.8774,2023-10-30,95.7,101.7
29.8294,76.1953,2023-10-30,88.2,247.4
31.2071,75.7299,2023-10-30,93.2,101.6
30.147,75.8786,2023-10-30,81.1,76.9
31.3028,74.6412,2023-10-30,71.4,56.1
30.9294,75.4603,2023-10-30,80.7,191.0
32.6586,75.5184,2023-10-30,77.4,158.4
