station_id,lat,lon,date,parameter,value,unit
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-15,co,0.6,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-15,o3,30.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-16,pm25,131.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-16,pm10,262.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-16,no2,55.9,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-16,so2,18.1,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-16,co,1.41,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-16,o3,89.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-16,pm25,109.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-16,pm10,155.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-16,no2,60.8,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-16,so2,14.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-16,co,1.66,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-16,o3,41.6,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-16,pm25,123.9,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-16,pm10,138.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-16,no2,43.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-16,so2,17.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-16,co,1.74,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-16,o3,71.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-16,pm25,156.5,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-16,pm10,140.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-16,no2,70.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-16,so2,9.9,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-16,co,2.16,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-16,o3,88.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-16,pm25,52.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-16,pm10,127.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-16,no2,33.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-16,so2,13.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-16,co,0.6,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-16,o3,32.6,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-16,pm25,24.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-16,pm10,43.8,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-16,no2,22.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-16,so2,7.8,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-16,co,0.48,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-16,o3,28.2,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-16,pm25,48.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-16,pm10,52.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-16,no2,12.8,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-16,so2,3.7,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-16,co,0.24,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-16,o3,32.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-16,pm25,42.3,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-16,pm10,116.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-16,no2,22.0,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-16,so2,13.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-16,co,0.45,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-16,o3,43.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-16,pm25,32.7,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-16,pm10,44.1,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-16,no2,22.6,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-16,so2,8.7,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-16,co,0.56,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-16,o3,20.9,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-17,pm25,149.8,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-17,pm10,220.1,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-17,no2,51.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-17,so2,10.1,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-17,co,2.25,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-17,o3,54.9,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-17,pm25,126.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-17,pm10,219.3,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-17,no2,71.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-17,so2,12.9,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-17,co,1.84,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-17,o3,75.7,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-17,pm25,132.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-17,pm10,197.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-17,no2,40.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-17,so2,12.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-17,co,2.4,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-17,o3,54.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-17,pm25,155.5,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-17,pm10,239.6,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-17,no2,57.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-17,so2,16.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-17,co,1.49,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-17,o3,74.4,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-17,pm25,51.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-17,pm10,91.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-17,no2,34.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-17,so2,15.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-17,co,0.45,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-17,o3,35.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-17,pm25,34.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-17,pm10,81.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-17,no2,25.1,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-17,so2,8.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-17,co,0.63,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-17,o3,38.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-17,pm25,30.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-17,pm10,68.7,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-17,no2,28.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-17,so2,11.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-17,co,0.26,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-17,o3,39.0,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-17,pm25,57.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-17,pm10,85.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-17,no2,35.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-17,so2,14.5,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-17,co,0.91,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-17,o3,59.4,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-17,pm25,23.5,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-17,pm10,77.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-17,no2,22.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-17,so2,7.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-17,co,0.28,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-17,o3,30.9,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-18,pm25,181.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-18,pm10,240.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-18,no2,55.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-18,so2,9.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-18,co,2.41,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-18,o3,94.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-18,pm25,104.0,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-18,pm10,281.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-18,no2,81.9,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-18,so2,15.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-18,co,1.93,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-18,o3,66.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-18,pm25,135.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-18,pm10,197.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-18,no2,61.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-18,so2,14.6,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-18,co,2.09,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-18,o3,84.6,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-18,pm25,131.4,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-18,pm10,315.4,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-18,no2,65.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-18,so2,13.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-18,co,2.07,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-18,o3,93.4,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-18,pm25,42.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-18,pm10,100.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-18,no2,27.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-18,so2,15.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-18,co,0.95,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-18,o3,55.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-18,pm25,25.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-18,pm10,67.5,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-18,no2,11.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-18,so2,8.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-18,co,0.47,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-18,o3,19.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-18,pm25,28.9,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-18,pm10,83.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-18,no2,17.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-18,so2,10.8,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-18,co,0.27,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-18,o3,22.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-18,pm25,68.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-18,pm10,87.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-18,no2,16.5,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-18,so2,12.8,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-18,co,0.59,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-18,o3,23.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-18,pm25,46.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-18,pm10,71.1,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-18,no2,28.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-18,so2,4.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-18,co,0.44,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-18,o3,39.4,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-19,pm25,164.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-19,pm10,291.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-19,no2,78.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-19,so2,21.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-19,co,2.25,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-19,o3,71.3,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-19,pm25,219.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-19,pm10,221.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-19,no2,56.5,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-19,so2,19.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-19,co,1.72,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-19,o3,58.6,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-19,pm25,213.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-19,pm10,247.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-19,no2,63.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-19,so2,15.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-19,co,2.06,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-19,o3,38.4,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-19,pm25,146.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-19,pm10,218.8,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-19,no2,46.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-19,so2,18.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-19,co,2.22,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-19,o3,59.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-19,pm25,25.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-19,pm10,79.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-19,no2,30.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-19,so2,16.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-19,co,0.92,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-19,o3,37.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-19,pm25,32.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-19,pm10,70.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-19,no2,23.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-19,so2,11.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-19,co,0.58,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-19,o3,33.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-19,pm25,18.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-19,pm10,41.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-19,no2,16.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-19,so2,4.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-19,co,0.29,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-19,o3,34.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-19,pm25,63.2,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-19,pm10,40.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-19,no2,34.0,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-19,so2,17.7,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-19,co,0.8,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-19,o3,27.7,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-19,pm25,13.6,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-19,pm10,55.4,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-19,no2,17.1,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-19,so2,10.6,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-19,co,0.52,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-19,o3,30.4,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-20,pm25,159.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-20,pm10,250.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-20,no2,62.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-20,so2,25.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-20,co,2.17,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-20,o3,67.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-20,pm25,178.9,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-20,pm10,289.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-20,no2,55.5,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-20,so2,10.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-20,co,2.37,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-20,o3,36.0,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-20,pm25,149.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-20,pm10,214.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-20,no2,64.7,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-20,so2,17.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-20,co,2.56,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-20,o3,42.8,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-20,pm25,162.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-20,pm10,289.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-20,no2,51.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-20,so2,9.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-20,co,2.05,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-20,o3,89.4,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-20,pm25,29.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-20,pm10,125.4,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-20,no2,27.5,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-20,so2,8.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-20,co,0.7,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-20,o3,41.2,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-20,pm25,39.5,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-20,pm10,54.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-20,no2,14.1,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-20,so2,10.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-20,co,0.51,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-20,o3,16.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-20,pm25,29.6,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-20,pm10,67.2,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-20,no2,28.7,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-20,so2,9.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-20,co,0.47,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-20,o3,14.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-20,pm25,39.7,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-20,pm10,132.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-20,no2,40.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-20,so2,19.3,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-20,co,0.42,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-20,o3,59.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-20,pm25,24.5,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-20,pm10,76.7,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-20,no2,20.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-20,so2,7.7,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-20,co,0.38,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-20,o3,24.9,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-21,pm25,223.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-21,pm10,296.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-21,no2,90.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-21,so2,22.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-21,co,2.79,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-21,o3,90.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-21,pm25,141.3,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-21,pm10,285.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-21,no2,81.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-21,so2,21.5,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-21,co,2.5,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-10-21,o3,54.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-21,pm25,179.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-21,pm10,294.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-21,no2,43.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-21,so2,10.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-21,co,2.78,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-21,o3,48.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-21,pm25,206.5,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-21,pm10,326.4,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-21,no2,70.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-21,so2,18.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-21,co,1.71,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-21,o3,33.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-21,pm25,41.2,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-21,pm10,125.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-21,no2,19.8,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-21,so2,10.2,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-21,co,0.47,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-21,o3,53.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-21,pm25,17.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-21,pm10,45.1,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-21,no2,17.1,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-21,so2,10.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-21,co,0.39,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-21,o3,31.2,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-21,pm25,23.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-21,pm10,65.9,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-21,no2,16.2,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-21,so2,11.5,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-21,co,0.54,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-21,o3,29.2,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-21,pm25,24.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-21,pm10,116.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-21,no2,38.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-21,so2,13.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-21,co,0.41,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-21,o3,48.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-21,pm25,25.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-21,pm10,31.7,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-21,no2,22.5,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-21,so2,6.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-21,co,0.48,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-21,o3,21.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-22,pm25,171.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-22,pm10,211.8,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-22,no2,67.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-22,so2,25.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-10-22,co,2.22,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-10-22,o3,66.4,ug/m³
